# Metadata,# In some references the name of the compilation author is mentioned,,,,,,,,,,,,,,,,,,,,,,,,,
Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,,
,,34.57,-120.5,42,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.57,-117.33,37,,1.61,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.57,-96.35,39,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.57,-84.86,48,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.57,-84.86,48,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.57,-78.6,36,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.58,-118.46,55,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.58,-106.19,42,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.58,-77.98,37,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.59,-113.83,28,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.59,-95.37,31,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.59,-95.37,30,,1.92,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.6,-97.83,49,,1.93,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.6,-97.83,49,,1.91,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.6,-83.89,41,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.6,-83.45,28,,2.09,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.61,-118.72,61,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.61,-118.72,54,,1.94,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.61,-118.43,51,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.62,-89.51,26,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.62,-83.05,45,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.63,-99.98,46,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.64,-115.38,28,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.65,-106.85,25,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.65,-103.1,38,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.65,-80.46,37,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.66,-108.01,32,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.67,-118.46,32,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.67,-94.83,33,,2.02,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.69,-96.39,42,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.71,-118.46,25,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.73,-96.95,42,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.73,-96.95,42,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.73,-86.71,46,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.73,-83.61,49,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.74,-106.97,30,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.74,-98.78,25,,1.65,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.74,-82.83,43,,1.61,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.75,-118.47,36,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.77,-114.62,27,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.78,-115.66,27,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.78,-92.34,32,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.78,-76.63,65,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.8,-97.39,42,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.82,-114.6,27,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.82,-114.6,41,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.82,-81.81,40,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.83,-116.34,28,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.84,-120.58,31,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.85,-107.1,40,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.86,-120.6,32,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.87,-83.73,40,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.88,-117.99,30,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.88,-117,30,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.89,-119.81,32,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.92,-99.35,51,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.92,-99.35,50,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.92,-97.6,42,,2.01,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.93,-98.21,25,,2.03,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,41,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,42,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,37,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,48,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,42,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,42,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,42,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,41,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,41,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,43,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,41,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,42,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-106.46,41,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.94,-97.85,36,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.95,-106.46,41,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.95,-106.46,44,,1.64,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.95,-106.46,41,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.95,-106.46,43,,1.63,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.95,-106.46,42,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.95,-106.46,41,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.95,-106.46,42,,1.65,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.95,-106.46,42,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.98,-107.26,42,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.98,-88.08,36,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.98,-88.06,68,,2.09,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.98,-83.94,38,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.99,-82.93,51,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.02,-79.23,36,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.05,-77.71,40,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.06,-112.71,26,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.06,-103.06,43,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.07,-106.87,53,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.07,-97.52,60,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.07,-94.52,28,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.07,-84.13,35,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.07,-83.98,62,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.08,-110.71,32,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.09,-103.77,36,,1.9,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.09,-90.71,32,,1.96,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.09,-83.93,47,,1.91,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.09,-83.93,49,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.09,-82.19,47,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.1,-113.89,28,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.1,-113.89,28,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.1,-113.89,29,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.1,-111.53,40,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.1,-100.24,51,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.11,-109.39,28,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.11,-107.42,65,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.12,-109.74,31,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.12,-109.74,42,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.12,-107.65,43,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.12,-101.65,40,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.12,-99.25,54,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.12,-89.93,32,,2.09,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.12,-86.26,50,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.13,-118.83,33,,1.99,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.13,-108.5,46,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.13,-88.38,51,,1.65,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.14,-96.23,38,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.14,-95.43,43,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.14,-95.43,43,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.14,-89.82,28,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.14,-86.93,51,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.14,-81.33,28,,2.03,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.14,-81.33,28,,2.03,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.14,-80.58,36,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.15,-105.06,44,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.15,-98.47,30,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.15,-96.87,42,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.15,-96.87,43,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.15,-90.09,29,,2.06,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.15,-90.06,31,,2.06,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.15,-79.99,37,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.15,-79.99,36,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.16,-106.15,43,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.16,-89.19,36,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.16,-89.19,30,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.16,-84.76,45,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.17,-92.25,36,,2.02,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.17,-92.25,36,,2.02,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.17,-83.16,48,,1.97,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.17,-78.44,38,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.17,-78.44,38,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.18,-112.27,39,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.18,-100.58,47,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.18,-98.74,25,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.18,-98.74,25,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.18,-76.99,32,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.19,-99.94,42,,1.96,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.19,-93.07,46,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.2,-95.47,32,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.2,-93.78,25,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.2,-85.31,49,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.2,-85.31,47,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.2,-84.14,50,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.21,-113.08,32,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.21,-105.41,44,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.22,-104.46,41,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.22,-98.08,34,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.22,-85.93,28,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.24,-97.77,48,,1.93,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.24,-97.76,26,,1.64,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.24,-77.88,37,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.25,-105.12,45,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.25,-87.59,32,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.26,-102.21,47,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.26,-97.4,44,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.27,-91.52,44,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.28,-111.74,42,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.28,-96.11,42,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.29,-96.56,41,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.29,-92.29,44,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.3,-116.81,25,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.3,-116.81,25,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.3,-114.87,28,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.31,-120,25,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.32,-105.15,44,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.34,-119.1,26,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.34,-107.71,46,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.34,-97.66,46,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.34,-97.02,33,,2.09,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.34,-95.11,42,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.36,-101.55,46,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.36,-97.66,32,,2.09,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.38,-79.24,38,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.39,-101.95,49,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.4,-98.44,25,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.4,-92.47,25,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.41,-120.55,24,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.41,-97.44,34,,2.06,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.41,-79.28,37,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.42,-105.2,44,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.42,-98.27,25,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.42,-98.27,32,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.42,-98.03,44,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.42,-97.45,38,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.42,-97.45,44,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.42,-97.45,40,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.44,-115.92,29,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.44,-97.11,44,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.44,-96.79,37,,1.96,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.45,-107.82,27,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.45,-84.52,44,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.45,-79.28,36,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.46,-84.46,56,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.47,-79.38,26,,2.03,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.47,-79.22,33,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.48,-117.68,30,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.48,-117.56,30,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.49,-92.39,26,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.51,-105.22,47,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.52,-111.37,44,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.52,-97.47,34,,2.07,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.53,-79.02,36,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.54,-96.66,68,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.54,-79.3,39,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.55,-79.24,37,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.56,-97.06,44,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.56,-97.06,44,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.56,-90.66,26,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.56,-79.47,38,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.56,-75.96,26,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.58,-108,49,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.58,-101.7,45,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.58,-97.34,26,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.59,-117.29,28,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.6,-117.49,28,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.6,-105.18,48,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.6,-90.3,34,,1.89,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.61,-99.5,27,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.61,-99.5,28,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.61,-96.07,39,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.62,-117.57,28,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.62,-110.79,42,,1.92,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.62,-79.2,34,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.63,-113.11,36,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.64,-120.87,30,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.65,-117.66,30,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.65,-117.66,29,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.65,-98.69,35,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.65,-96.79,46,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.66,-118.47,42,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.66,-118.47,30,,1.92,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.66,-118.47,42,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.66,-97.61,32,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.66,-96.72,38,,1.61,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.66,-83.77,34,,2.05,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.67,-117.42,27,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.67,-98.22,25,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,35.67,-85.1,53,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
